Barista,Patron,Enter,Cost,Exit,Line,Final Cost
0,71,66,3,214,queue,148
0,72,67,3,217,queue,150
0,73,68,3,220,queue,152
0,74,69,3,223,queue,154
0,75,70,3,226,queue,156
0,76,71,3,229,queue,158
0,77,72,3,232,queue,160
0,78,73,3,235,queue,162
0,79,74,3,238,queue,164
0,80,75,3,241,queue,166
0,81,76,3,244,queue,168
0,82,76,3,247,queue,171
0,83,77,3,250,queue,173
0,84,78,3,253,queue,175
0,85,79,3,256,queue,177
0,86,80,3,259,queue,179
0,87,81,3,262,queue,181
0,88,82,3,265,queue,183
0,89,83,3,268,queue,185
0,90,84,3,271,queue,187
0,91,85,3,274,queue,189
0,92,86,3,277,queue,191
0,93,87,3,280,queue,193
0,94,88,3,283,queue,195
0,95,89,3,286,queue,197
0,96,90,3,289,queue,199
0,97,90,3,292,queue,202
0,98,91,3,295,queue,204
0,99,92,3,298,queue,206
0,100,93,3,301,queue,208
0,101,94,3,304,queue,210
0,102,95,3,307,queue,212
0,103,96,3,310,queue,214
0,104,97,3,313,queue,216
0,105,98,3,316,queue,218
0,106,99,3,319,queue,220
0,107,100,3,322,queue,222
0,108,101,3,325,queue,224
0,109,102,3,328,queue,226
0,110,103,3,331,queue,228
0,111,103,3,334,queue,231
0,112,104,3,337,queue,233
0,113,105,3,340,queue,235
0,114,106,3,343,queue,237
0,115,107,3,346,queue,239
0,116,108,3,349,queue,241
0,117,109,3,352,queue,243
0,118,110,3,355,queue,245
0,119,111,3,358,queue,247
0,120,112,3,361,queue,249
0,121,113,3,364,queue,251
0,122,114,3,367,queue,253
0,123,115,3,370,queue,255
0,124,116,3,373,queue,257
0,125,117,3,376,queue,259
0,126,117,3,379,queue,262
0,127,118,3,382,queue,264
0,128,119,3,385,queue,266
0,129,120,3,388,queue,268
0,130,121,3,391,queue,270
0,131,122,3,394,queue,272
0,132,123,3,397,queue,274
0,133,124,3,400,queue,276
0,134,125,3,403,queue,278
0,135,126,3,406,queue,280
0,136,127,3,409,queue,282
0,137,128,3,412,queue,284
0,138,129,3,415,queue,286
0,139,130,3,418,queue,288
0,140,130,3,421,queue,291
0,141,131,3,424,queue,293
0,142,132,3,427,queue,295
0,143,133,3,430,queue,297
0,144,134,3,433,queue,299
0,145,135,3,436,queue,301
0,146,136,3,439,queue,303
0,147,137,3,442,queue,305
0,148,138,3,445,queue,307
0,149,139,3,448,queue,309
0,150,140,3,451,queue,311
0,151,141,3,454,queue,313
0,152,142,3,457,queue,315
0,153,143,3,460,queue,317
0,154,144,3,463,queue,319
0,155,144,3,466,queue,322
0,156,145,3,469,queue,324
0,157,146,3,472,queue,326
0,158,147,3,475,queue,328
0,159,148,3,478,queue,330
0,160,149,3,481,queue,332
0,161,150,3,484,queue,334
0,162,151,3,487,queue,336
0,163,152,3,490,queue,338
0,164,153,3,493,queue,340
0,165,154,3,496,queue,342
0,166,155,3,499,queue,344
0,167,156,3,502,queue,346
0,168,157,3,505,queue,348
0,169,157,3,508,queue,351
0,170,158,3,511,queue,353
0,171,159,3,514,queue,355
0,172,160,3,517,queue,357
0,173,161,3,520,queue,359
0,174,162,3,523,queue,361
0,175,163,3,526,queue,363
0,176,164,3,529,queue,365
0,177,165,3,532,queue,367
0,178,166,3,535,queue,369
0,179,167,3,538,queue,371
0,180,168,3,541,queue,373
0,181,169,3,544,queue,375
0,182,170,3,547,queue,377
0,183,171,3,550,queue,379
0,184,171,3,553,queue,382
0,185,172,3,556,queue,384
0,186,173,3,559,queue,386
0,187,174,3,562,queue,388
0,188,175,3,565,queue,390
0,189,176,3,568,queue,392
0,190,177,3,571,queue,394
0,191,178,3,574,queue,396
0,192,179,3,577,queue,398
0,193,180,3,580,queue,400
0,194,181,3,583,queue,402
0,195,182,3,586,queue,404
0,196,183,3,589,queue,406
0,197,184,3,592,queue,408
0,198,184,3,595,queue,411
0,199,185,3,598,queue,413
0,200,186,3,601,queue,415
0,201,187,3,604,queue,417
0,202,188,3,607,queue,419
0,203,189,3,610,queue,421
0,204,190,3,613,queue,423
0,205,191,3,616,queue,425
0,206,192,3,619,queue,427
0,207,193,3,622,queue,429
0,208,194,3,625,queue,431
0,209,195,3,628,queue,433
0,210,196,3,631,queue,435
0,211,197,3,634,queue,437
0,212,198,3,637,queue,439
0,213,198,3,640,queue,442
0,214,199,3,643,queue,444
0,215,200,3,646,queue,446
1,217,1,3,4,line,3
1,218,2,3,7,line,5
1,219,3,3,10,line,7
1,220,4,3,13,line,9
1,221,5,3,16,line,11
1,222,6,3,19,line,13
1,223,7,3,22,line,15
1,224,8,3,25,line,17
1,225,10,3,28,line,18
1,226,11,3,31,line,20
1,227,12,3,34,line,22
1,228,13,3,37,line,24
1,229,14,3,40,line,26
1,230,15,3,43,line,28
1,231,16,3,46,line,30
1,232,17,3,49,line,32
1,233,18,3,52,line,34
1,234,19,3,55,line,36
1,235,20,3,58,line,38
1,236,21,3,61,line,40
1,237,23,3,64,line,41
1,238,24,3,67,line,43
1,239,25,3,70,line,45
1,240,26,3,73,line,47
1,241,27,3,76,line,49
1,242,28,3,79,line,51
1,243,29,3,82,line,53
1,244,30,3,85,line,55
1,245,31,3,88,line,57
1,246,32,3,91,line,59
1,247,33,3,94,line,61
1,248,34,3,97,line,63
1,249,35,3,100,line,65
1,250,37,3,103,line,66
1,251,38,3,106,line,68
1,252,39,3,109,line,70
1,253,40,3,112,line,72
1,254,41,3,115,line,74
1,255,42,3,118,line,76
1,256,43,3,121,line,78
1,257,44,3,124,line,80
1,258,45,3,127,line,82
1,259,46,3,130,line,84
1,260,47,3,133,line,86
1,261,48,3,136,line,88
1,262,50,3,139,line,89
1,263,51,3,142,line,91
1,264,52,3,145,line,93
1,265,53,3,148,line,95
1,266,54,3,151,line,97
1,267,55,3,154,line,99
1,268,56,3,157,line,101
1,269,57,3,160,line,103
1,270,58,3,163,line,105
1,271,59,3,166,line,107
1,272,60,3,169,line,109
1,273,61,3,172,line,111
1,274,62,3,175,line,113
1,275,64,3,178,line,114
1,276,65,3,181,line,116
1,277,66,3,184,line,118
1,278,67,3,187,line,120
1,279,68,3,190,line,122
1,280,69,3,193,line,124
1,281,70,3,196,line,126
1,282,71,3,199,line,128
1,283,72,3,202,line,130
1,284,73,3,205,line,132
1,285,74,3,208,line,134
1,286,75,3,211,line,136
1,287,77,3,214,line,137
1,288,78,3,217,line,139
1,289,79,3,220,line,141
1,290,80,3,223,line,143
1,291,81,3,226,line,145
1,292,82,3,229,line,147
1,293,83,3,232,line,149
1,294,84,3,235,line,151
1,295,85,3,238,line,153
1,296,86,3,241,line,155
1,297,87,3,244,line,157
1,298,88,3,247,line,159
1,299,89,3,250,line,161
1,300,91,3,253,line,162
1,301,92,3,256,line,164
1,302,93,3,259,line,166
1,303,94,3,262,line,168
1,304,95,3,265,line,170
1,305,96,3,268,line,172
1,306,97,3,271,line,174
1,307,98,3,274,line,176
1,308,99,3,277,line,178
1,309,100,3,280,line,180
1,310,101,3,283,line,182
1,311,102,3,286,line,184
1,312,104,3,289,line,185
1,313,105,3,292,line,187
1,314,106,3,295,line,189
1,315,107,3,298,line,191
1,316,108,3,301,line,193
1,317,109,3,304,line,195
1,318,110,3,307,line,197
1,319,111,3,310,line,199
1,320,112,3,313,line,201
1,321,113,3,316,line,203
1,322,114,3,319,line,205
1,323,115,3,322,line,207
1,324,116,3,325,line,209
1,325,118,3,328,line,210
1,326,119,3,331,line,212
1,327,120,3,334,line,214
1,328,121,3,337,line,216
1,329,122,3,340,line,218
1,330,123,3,343,line,220
1,331,124,3,346,line,222
1,332,125,3,349,line,224
1,333,126,3,352,line,226
1,334,127,3,355,line,228
1,335,128,3,358,line,230
1,336,129,3,361,line,232
1,337,131,3,364,line,233
1,338,132,3,367,line,235
1,339,133,3,370,line,237
1,340,134,3,373,line,239
1,341,135,3,376,line,241
1,342,136,3,379,line,243
1,343,137,3,382,line,245
1,344,138,3,385,line,247
1,345,139,3,388,line,249
1,346,140,3,391,line,251
1,347,141,3,394,line,253
1,348,142,3,397,line,255
1,349,143,3,400,line,257
1,350,145,3,403,line,258
1,351,146,3,406,line,260
1,352,147,3,409,line,262
1,353,148,3,412,line,264
1,354,149,3,415,line,266
1,355,150,3,418,line,268
1,356,151,3,421,line,270
1,357,152,3,424,line,272
1,358,153,3,427,line,274
1,359,154,3,430,line,276
1,360,155,3,433,line,278
1,361,156,3,436,line,280
1,362,158,3,439,line,281
1,363,159,3,442,line,283
1,364,160,3,445,line,285
1,365,161,3,448,line,287
1,366,162,3,451,line,289
1,367,163,3,454,line,291
1,368,164,3,457,line,293
1,369,165,3,460,line,295
1,370,166,3,463,line,297
1,371,167,3,466,line,299
1,372,168,3,469,line,301
1,373,169,3,472,line,303
1,374,170,3,475,line,305
1,375,172,3,478,line,306
1,376,173,3,481,line,308
1,377,174,3,484,line,310
1,378,175,3,487,line,312
1,379,176,3,490,line,314
1,380,177,3,493,line,316
1,381,178,3,496,line,318
1,382,179,3,499,line,320
1,383,180,3,502,line,322
1,384,181,3,505,line,324
1,385,182,3,508,line,326
1,386,183,3,511,line,328
1,387,185,3,514,line,329
1,388,186,3,517,line,331
1,389,187,3,520,line,333
1,390,188,3,523,line,335
1,391,189,3,526,line,337
1,392,190,3,529,line,339
1,393,191,3,532,line,341
1,394,192,3,535,line,343
1,395,193,3,538,line,345
1,396,194,3,541,line,347
1,397,195,3,544,line,349
1,398,196,3,547,line,351
1,399,197,3,550,line,353
1,400,199,3,553,line,354
1,401,200,3,556,line,356
1,402,201,3,559,line,358
